49,521360.397,6639810,6727261,4953631,8397746,8398770,8398856,24441,8925598,48830
50,521360.405,6640592,6704313,4951830,8398322,8398865,8399311,23062,8925613,48830
51,521360.413,6646289,6732860,4969161,8398152,8398634,8399172,22863,8925661,48830
52,521360.421,6656999,6750288,4950711,8397318,8399031,8399415,23375,8925930,48830
53,521360.429,6636614,6761018,4953636,8398669,8399313,8399549,22917,8925790,48830
54,521360.437,6605095,6774268,4950374,8397851,8398700,8399308,23166,8925584,48830
55,521360.445,6579592,6766723,4930068,8396404,8399106,8399027,24410,8925855,48830
56,521360.453,6562987,6757308,4929979,8397289,8398615,8400134,22776,8925408,48830
57,521360.461,6546888,6748841,4934801,8397812,8398411,8399428,22824,8925596,48830
58,521360.469,6537829,6740822,4943971,8398184,8399060,8398423,22633,8925749,48830
59,521360.477,6544767,6720452,4948342,8397754,8398725,8399088,23030,8925826,48830
60,521360.485,6554758,6709099,4945517,8399129,8398335,8398226,23525,8925751,48830
61,521360.493,6576394,6706123,4953215,8397516,8398396,8398133,23796,8925818,48830
62,521360.501,6605668,6709393,4940128,8397200,8398090,8398654,22868,8925409,48830
63,521360.509,6632041,6717402,4959351,8398110,8397998,8398937,23465,8925527,48830
64,521360.517,6647952,6719490,4958176,8398364,8397786,8400249,22840,8925586,48830
65,521360.525,6659232,6729736,4960119,8398951,8398351,8400266,23180,8925825,48830
66,521360.533,6641987,6733183,4941166,8399349,8399081,8400052,23131,8925616,48830
67,521360.541,6607204,6720887,4938869,8398433,8399043,8400372,23194,8925814,48830
68,521360.549,6594226,6719464,4948627,8398411,8398897,8399510,23328,8925596,48830
69,521360.557,6574947,6731784,4943542,8398212,8398944,8399613,24595,8925545,48830
70,521360.565,6563590,6731916,4943841,8398361,8398488,8399056,23358,8925905,48830
71,521360.573,6554515,6700095,4943065,8397744,8398180,8398264,22880,8925472,48830
72,521360.581,6559804,6709444,4958471,8397899,8398757,8398270,22902,8925663,48830
73,521360.589,6561511,6735382,4951025,8398064,8397880,8398363,23168,8925561,48830
74,521360.597,6557740,6711877,4945373,8397863,8398721,8398758,23323,8925677,48830
75,521360.605,6567865,6708777,4941519,8398355,8397884,8399963,22921,8925451,48830
76,521360.613,6577285,6688650,4957211,8398237,8398312,8399762,22971,8925643,48830
77,521360.621,6599218,6690785,4951279,8398934,8397710,8400410,23141,8925353,48830
78,521360.629,6602674,6709825,4968873,8398509,8397522,8400003,24218,8925919,48830
79,521360.637,6611184,6723881,4954166,8398763,8398477,8399507,23348,8925507,48830
80,521360.645,6619462,6720740,4932638,8397771,8398824,8398726,23168,8925496,48830
81,521360.653,6611947,6707136,4934945,8397111,8398614,8399014,23168,8925507,48830
82,521360.661,6598286,6685387,4942802,8396441,8398150,8398250,22766,8925554,48830
83,521360.669,6571170,6668693,4930739,8397232,8398576,8396939,22791,8925686,48830
84,521360.677,6564950,6675640,4941759,8396918,8398205,8398172,23139,8925617,48830
85,521360.685,6553075,6694148,4958141,8397451,8398519,8397830,22941,8925798,48830
86,521360.693,6545798,6672002,4952933,8396917,8398314,8398210,22825,8925648,48830
87,521360.701,6562027,6685199,4955175,8397352,8398622,8399121,23000,8925570,48830
88,521360.709,6572432,6682152,4953173,8397293,8398549,8399737,23054,8925706,48830
89,521360.717,6586109,6670370,4944298,8396729,8398079,8399987,22923,8925763,48830
90,521360.725,6589614,6663031,4947987,8396119,8398369,8399859,23426,8925669,48830
91,521360.733,6602587,6671992,4947501,8397497,8398497,8399445,23075,8925695,48830
92,521360.741,6606738,6683192,4947101,8396049,8398450,8400228,23932,8925570,48830
93,521360.749,6598995,6672089,4957091,8396343,8398301,8399332,22898,8925609,48830
94,521360.757,6594031,6673917,4952080,8397127,8398013,8398883,23081,8925710,48830
95,521360.765,6574450,6620797,4877028,8393931,8398626,8398837,23201,8925738,48830
96,521360.773,6598600,6695877,4936169,8394650,8398077,8400212,23393,8925641,48830
97,521360.781,6592873,6699722,4963048,8397239,8399349,8399030,22565,8925550,48830
98,521360.789,6588307,6683927,4938753,8397425,8397443,8400070,23212,8925842,48830
99,521360.797,6594972,6708193,4967196,8395275,8399127,8400280,24031,8925622,48830
100,521360.805,6612683,6684620,4958108,8396182,8398371,8399811,23357,8925879,48830
101,521360.813,6627442,6688504,4939824,8393465,8399003,8399907,22791,8925689,48830
102,521360.821,6629742,6683990,4947406,8395257,8399475,8400260,22887,8925792,48830
103,521360.829,6625249,6657185,4944650,8394157,8399004,8399872,22743,8925771,48830
104,521360.837,6624572,6663285,4962184,8396690,8398853,8400538,23001,8925241,48830
105,521360.845,6630595,6687063,4960687,8396429,8399125,8399896,22962,8925652,48830
106,521360.853,6621662,6692423,4943614,8393699,8399226,8400245,22884,8925502,48830
107,521360.861,6603123,6682477,4959129,8396195,8398929,8399743,23560,8925784,48830
108,521360.869,6599080,6689325,4957995,8396180,8397918,8400300,24053,8925946,48830
109,521360.877,6596998,6681904,4948684,8396317,8398282,8400326,22498,8925774,48830
110,521360.885,6588107,6687534,4953055,8395752,8398992,8400911,23000,8925646,48830
111,521360.893,6586233,6687146,4950459,8396502,8397849,8400435,22883,8925484,48830
112,521360.901,6594960,6693509,4951479,8395136,8397880,8400829,22641,8925623,48830
113,521360.909,6623630,6681054,4951500,8394530,8398895,8399975,23307,8925720,48830
114,521360.917,6645924,6655118,4942106,8395112,8398163,8399889,22722,8925536,48830
115,521360.925,6657735,6657196,4948261,8395838,8398432,8399625,23069,8925826,48830
116,521360.933,6648793,6657043,4951731,8395898,8398517,8400064,22801,8925462,48830
117,521360.941,6647535,6680416,4945983,8396911,8398325,8399809,23019,8925794,48830
118,521360.949,6637838,6679661,4952391,8396159,8398612,8399529,22954,8925588,48830
119,521360.957,6631099,6678585,4935929,8396865,8398457,8400103,23986,8925693,48830
120,521360.965,6603917,6663294,4941752,8396060,8398805,8399809,23011,8925915,48830
121,521360.973,6590842,6651088,4937395,8396664,8397524,8399515,25025,8925540,48830
122,521360.981,6591195,6665148,4951745,8395428,8398162,8399783,23423,8925813,48830
123,521360.989,6604871,6678426,4955369,8396581,8398511,8399744,23303,8925587,48830
124,521360.997,6618286,6690525,4956964,8396377,8397888,8400096,23201,8925809,48830
125,521361.005,6629846,6677625,4959931,8395626,8398629,8399247,22756,8925670,48830
126,521361.013,6639453,6676155,4952008,8397270,8398847,8398904,22999,8925710,48830
127,521361.021,6643967,6676091,4944296,8396344,8398061,8400772,23806,8925461,48830
128,521361.029,6649156,6680837,4952090,8396184,8398892,8400833,22605,8925715,48830
129,521361.037,6640854,6668685,4945903,8396663,8398700,8399406,24288,8925676,48830
130,521361.045,6637788,6675669,4953263,8395724,8398163,8399367,23199,8925499,48830
131,521361.053,6632867,6666127,4955201,8395900,8398641,8398953,24040,8925463,48830
132,521361.061,6635680,6649482,4960682,8395655,8398282,8399038,22924,8925637,48830
133,521361.069,6629158,6656960,4952971,8396056,8398862,8400103,23000,8925618,48830
134,521361.077,6627042,6670337,4949050,8396596,8399215,8399787,23073,8925517,48830
135,521361.085,6619932,6666304,4942224,8396101,8398381,8400194,23136,8925681,48830
136,521361.093,6616951,6673303,4944177,8396026,8398155,8400426,23275,8925510,48830
137,521361.101,6627439,6672156,4954760,8397258,8399170,8400824,23008,8925599,48830
138,521361.109,6632174,6671979,4957756,8396030,8398967,8400648,23048,8925712,48830
139,521361.117,6626882,6675473,4964382,8396916,8398706,8401351,22922,8925634,48830
140,521361.125,6645447,6680395,4942354,8397069,8398919,8400310,23245,8925792,48830
141,521361.133,6641989,6692790,4938816,8396160,8397859,8400704,22925,8925809,48830
142,521361.141,6638051,6696155,4944421,8396800,8399108,8399495,22866,8925611,48830
143,521361.149,6641815,6695239,4941384,8396559,8399288,8400982,23031,8925790,48830
144,521361.157,6649979,6696880,4949988,8396969,8398347,8400696,22616,8925680,48830
145,521361.165,6648495,6698310,4949477,8396400,8398570,8400385,22926,8925905,48830
146,521361.173,6647142,6700487,4953964,8396930,8399351,8401258,22930,8925465,48830
147,521361.181,6650690,6708152,4945137,8397492,8399654,8401477,22644,8925859,48830
148,521361.189,6644170,6700129,4948189,8396400,8399424,8401536,22631,8925619,48830
149,521361.197,6635183,6696509,4943464,8396992,8399704,8401501,23444,8925827,48830
150,521361.205,6617838,6706814,4946573,8396789,8399887,8401126,23215,8925703,48830
151,521361.213,6614969,6709906,4946529,8397616,8399109,8401352,22613,8925733,48830
152,521361.221,6607181,6717761,4954828,8397521,8398982,8401005,23410,8925534,48830
153,521361.229,6605172,6726333,4959274,8396735,8400147,8401158,22994,8925720,48830
154,521361.237,6609656,6730994,4943453,8397299,8400090,8400798,22627,8925770,48830
155,521361.245,6598188,6743969,4949046,8396876,8400032,8402042,23109,8925453,48830
156,521361.253,6598145,6737113,4952527,8397646,8398845,8401260,22903,8925573,48830
157,521361.261,6610474,6734967,4944014,8397532,8399501,8401499,22914,8925594,48830
158,521361.269,6619370,6735435,4943180,8396355,8398634,8401497,23234,8925727,48830
159,521361.277,6627849,6727216,4948267,8395870,8398449,8401230,23051,8925915,48830
160,521361.285,6627737,6715742,4953312,8395678,8398843,8399893,22943,8925538,48830
161,521361.293,6623986,6713814,4949811,8396357,8398647,8399961,23856,8925724,48830
162,521361.301,6612154,6705298,4950603,8396676,8399337,8400287,23911,8925654,48830
163,521361.309,6594086,6708450,4968836,8396227,8398213,8399430,22953,8925632,48830
164,521361.317,6593737,6690954,4916238,8395198,8399092,8400344,23710,8925448,48830
165,521361.325,6583016,6687647,4947438,8395385,8398562,8401101,23034,8925507,48830
166,521361.333,6580896,6687310,4976100,8395713,8399405,8399989,23084,8925702,48830
167,521361.341,6585276,6693338,4913140,8395856,8398005,8400227,23795,8925683,48830
168,521361.349,6574821,6680865,4994572,8395137,8399010,8401818,22921,8925938,48830
169,521361.357,6578960,6680338,4940447,8395699,8398402,8399605,23958,8925669,48830
170,521361.365,6579208,6683105,4941126,8396114,8398847,8399342,23536,8925656,48830
171,521361.373,6569511,6680383,4984142,8395634,8398202,8400276,23175,8925751,48830
172,521361.381,6587220,6674143,4917890,8395026,8397978,8398729,23225,8925335,48830
173,521361.389,6601327,6669067,4977298,8394932,8397125,8398872,23765,8925448,48830
174,521361.397,6611864,6664230,4917858,8395102,8398510,8399809,22981,8925789,48830
175,521361.405,6613442,6659959,4967001,8395771,8398402,8398997,23174,8925483,48830
176,521361.413,6600709,6661850,4927678,8395108,8399122,8399242,22697,8925931,48830
177,521361.421,6600211,6682154,4953516,8397331,8399490,8398892,22594,8925793,48830
178,521361.429,6603629,6593233,4855059,8395823,8397891,8398948,22934,8925511,48830
179,521361.437,6595699,6680797,4938221,8393251,8398581,8399530,22683,8925503,48830
180,521361.445,6590917,6695663,4985271,8396161,8399244,8398734,23540,8925862,48830
181,521361.453,6610624,6616660,4924060,8394679,8398024,8398893,22921,8925437,48830
182,521361.461,6612811,6656113,4961937,8393826,8398150,8398205,22989,8925464,48830
183,521361.469,6613508,6633946,4942938,8395922,8398872,8398445,23271,8925748,48830
184,521361.477,6610095,6646336,4949087,8395108,8399527,8398786,23294,8925600,48830
185,521361.485,6595077,6653388,4958013,8395715,8398608,8399401,22897,8925599,48830
186,521361.493,6604793,6648546,4940630,8396529,8399481,8399613,22933,8925678,48830
187,521361.501,6587520,6638275,4945328,8395123,8399039,8399764,22655,8925706,48830
188,521361.509,6590105,6653728,4951163,8397835,8399243,8400162,22919,8925734,48830
189,521361.517,6606275,6648988,4954853,8396587,8398940,8399519,24273,8925832,48830
190,521361.525,6619406,6642557,4966151,8396391,8399417,8399395,23648,8925461,48830
191,521361.533,6620932,6651356,4949649,8396186,8399337,8398886,23007,8925827,48830
192,521361.541,6626155,6651839,4940272,8395837,8399415,8399278,23044,8925484,48830
193,521361.549,6618464,6662550,4939839,8396345,8399250,8399586,23281,8925853,48830
194,521361.557,6617943,6660000,4947901,8396057,8398572,8399708,23089,8925767,48830
195,521361.565,6630620,6667526,4968502,8398428,8398802,8400392,22924,8926158,48830
196,521361.573,6634977,6666914,4967163,8396924,8399533,8399950,23013,8925744,48830
197,521361.581,6636698,6667719,4946338,8397603,8399334,8400128,23090,8925346,48830
198,521361.589,6630624,6677962,4941336,8397752,8398855,8400224,23115,8925812,48830
199,521361.597,6617716,6679307,4955093,8395863,8399749,8399771,22773,8925675,48830
200,521361.605,6597807,6683844,4957069,8396259,8399329,8399396,23249,8925630,48830
201,521361.613,6596752,6677721,4925737,8395285,8399334,8398752,23048,8925783,48830
202,521361.621,6591891,6674689,4948089,8394784,8398709,8398858,22914,8925205,48830
203,521361.629,6596428,6666086,4955336,8396255,8398652,8399088,22642,8925733,48830
204,521361.637,6602866,6666487,4957666,8395439,8398781,8398519,23200,8925724,48830
205,521361.645,6606468,6675802,4944148,8395044,8399038,8398736,23367,8925657,48830
206,521361.653,6612305,6668371,4957678,8395853,8399021,8399344,23159,8925779,48830
207,521361.661,6618788,6666437,4951235,8396491,8398143,8399568,23319,8925723,48830
208,521361.669,6618686,6684146,4912801,8396004,8398644,8399140,23098,8925497,48830
209,521361.677,6614618,6664092,4946307,8395660,8397935,8399081,22765,8925810,48830
210,521361.685,6619292,6685070,4960207,8396264,8398673,8399054,23196,8925791,48830
211,521361.693,6614393,6664305,4938885,8394915,8399099,8398688,22864,8925847,48830
212,521361.701,6612095,6680744,4979378,8397167,8399232,8398630,23101,8925890,48830
213,521361.709,6609477,6669366,4905343,8396148,8398774,8398837,23019,8925668,48830
214,521361.717,6597286,6670882,4937625,8395746,8399610,8399084,22918,8925569,48830
215,521361.725,6601240,6685041,4897479,8397721,8398736,8398700,22963,8925593,48830
216,521361.733,6598266,6684764,4968098,8396646,8398483,8399195,22908,8925744,48830
217,521361.741,6591473,6687011,4927227,8396200,8398383,8399539,22794,8925855,48830
218,521361.749,6603324,6668719,5018547,8396496,8399482,8399266,22940,8925958,48830
219,521361.757,6605849,6685503,4912610,8395471,8399867,8398811,23409,8925579,48830
220,521361.765,6602336,6675285,4931091,8396227,8398118,8399234,23423,8925840,48830
221,521361.773,6605128,6684210,4998682,8395713,8398656,8399042,22755,8925714,48830
222,521361.781,6615496,6688271,4972433,8396122,8399243,8397740,22801,8925891,48830
223,521361.789,6618643,6677638,4925325,8396476,8399383,8399190,23586,8925751,48830
224,521361.797,6598416,6673442,4917930,8395640,8399047,8398661,23597,8925776,48830
225,521361.805,6599578,6670397,4983600,8397647,8399537,8398959,23289,8925668,48830
226,521361.813,6590342,6690932,4876857,8396040,8399126,8398200,22747,8925819,48830
227,521361.821,6591520,6676410,4930838,8395498,8399086,8398602,23268,8925404,48830
228,521361.829,6577575,6659101,4926808,8397963,8398899,8398660,22992,8925909,48830
229,521361.837,6572059,6681914,4948324,8395828,8399264,8399179,22902,8925880,48830
230,521361.845,6571159,6678175,4913017,8397565,8399380,8398407,22704,8925512,48830
231,521361.853,6582273,6665355,4939358,8396711,8398986,8398579,23228,8925622,48830
232,521361.861,6597800,6660364,4942576,8396258,8398269,8397953,22779,8925609,48830
233,521361.869,6589229,6660598,4951517,8397257,8398653,8398361,22773,8925659,48830
234,521361.877,6599507,6673266,4967519,8397154,8398672,8397709,23302,8925928,48830
235,521361.885,6617254,6689883,4944811,8397180,8398523,8398243,22696,8925662,48830
236,521361.893,6624615,6683806,4924920,8396955,8398433,8398002,23093,8925512,48830
237,521361.901,6612576,6684507,4955281,8395916,8399075,8398593,23438,8925510,48830
238,521361.909,6597147,6675730,4954066,8396867,8399079,8398857,23407,8925772,48830
239,521361.917,6614100,6681157,4933757,8396092,8398307,8399005,23968,8925682,48830
240,521361.925,6599626,6692362,4956211,8396854,8398484,8398764,23313,8925554,48830
241,521361.933,6594071,6689039,4954603,8396725,8398525,8399588,22845,8925616,48830
242,521361.941,6581986,6704143,4931790,8398108,8398733,8399370,23142,8925868,48830
243,521361.949,6592828,6693742,4935366,8395240,8399307,8398426,23775,8925675,48830
244,521361.957,6596189,6699428,4921781,8396541,8399501,8398294,22800,8925511,48830
245,521361.965,6592301,6716509,4928455,8397429,8398420,8398704,22846,8925386,48830
246,521361.973,6597267,6761707,5025988,8397853,8399057,8399335,22808,8925820,48830
247,521361.981,6603897,6634554,4929341,8397151,8398638,8398095,23572,8925460,48830
248,521361.989,6622338,6709154,4961841,8397238,8398902,8398663,23533,8925791,48830
249,521361.997,6626505,6694950,4943256,8396743,8398975,8398495,23238,8925602,48830
250,521362.005,6609899,6669678,4952361,8396424,8398746,8398397,22746,8925791,48830
251,521362.013,6623071,6682548,4984447,8394752,8399096,8397771,22933,8925631,48830
252,521362.021,6615409,6654068,4934350,8396259,8398105,8398828,22854,8925828,48830
253,521362.029,6607452,6679780,4948782,8395837,8398782,8398694,23379,8925786,48830
254,521362.037,6589935,6659926,4937436,8395210,8398549,8398198,22719,8925696,48830
255,521362.045,6603398,6670400,4942714,8395349,8399869,8398791,22745,8925778,48830
256,521362.053,6611359,6641290,4943492,8394242,8397931,8397990,23208,8925604,48830
257,521362.061,6605657,6656416,4952058,8397300,8399008,8397775,22621,8925798,48830
258,521362.069,6598892,6666781,4949784,8394959,8398475,8398492,23126,8925363,48830
259,521362.077,6585688,6655282,4947399,8396798,8399370,8399193,22954,8925595,48830
260,521362.085,6582726,6677994,4952323,8396854,8398698,8398368,23055,8925734,48830
261,521362.093,6580757,6686042,4955169,8395675,8398744,8396775,23317,8925416,48830
262,521362.101,6583778,6674516,4958623,8396918,8398588,8398906,23211,8925859,48830
263,521362.109,6598742,6641868,4906074,8394335,8398068,8398489,23039,8925707,48830
264,521362.117,6603784,6713790,4914938,8398114,8398217,8398965,23365,8925862,48830
265,521362.125,6568011,6702292,4976175,8396527,8398427,8398775,22858,8925849,48830
266,521362.133,6592650,6627499,4902357,8396163,8397420,8397918,23130,8925468,48830
267,521362.141,6611973,6754895,4965678,8395958,8398884,8398402,23223,8925597,48830
268,521362.149,6623697,6660841,5030658,8395348,8398804,8398315,23003,8925348,48830
269,521362.157,6642823,6567171,4927634,8395102,8398489,8398679,22944,8925515,48830
270,521362.165,6646226,6636078,4860116,8395470,8398690,8398806,22740,8925691,48830
271,521362.173,6634783,6718094,4915504,8396645,8399885,8399307,23187,8925509,48830
272,521362.181,6619055,6721280,4947736,8395777,8398735,8398957,23331,8925797,48830
273,521362.189,6604121,6679093,4931952,8395483,8400089,8399302,23305,8925623,48830
274,521362.197,6586888,6632261,4924927,8394895,8398621,8399202,23066,8925688,48830
275,521362.205,6584388,6617865,4951247,8395937,8399190,8399172,23458,8925677,48830
276,521362.213,6584904,6639078,4981848,8396170,8398880,8399068,22614,8925864,48830
277,521362.221,6614607,6673575,4968401,8395843,8398646,8399255,23436,8926004,48830
278,521362.229,6624280,6663946,4942029,8395769,8398808,8398629,22626,8925827,48830
279,521362.237,6617372,6632820,4897289,8395411,8398733,8398412,22641,8925685,48830
280,521362.245,6620328,6582942,4918102,8394754,8398455,8398251,22916,8925672,48830
281,521362.253,6633020,6588796,4969698,8395520,8399483,8397850,23220,8925637,48830
282,521362.261,6628031,6605873,4966423,8395882,8398723,8398953,23123,8925730,48830
283,521362.269,6611060,6576240,4901789,8394934,8398833,8398846,23212,8925889,48830
284,521362.277,6603883,6610162,4874220,8395757,8398751,8398476,23100,8925683,48830
285,521362.285,6593763,6699062,4995319,8395348,8398842,8398755,22884,8925732,48830
286,521362.293,6594222,6602415,4965065,8394779,8397986,8398483,23481,8925726,48830
287,521362.301,6589748,6625428,4938117,8395838,8398809,8398297,23137,8925689,48830
288,521362.309,6581840,6631508,4935692,8395272,8399715,8398799,23253,8925583,48830
289,521362.317,6601662,6636349,4952679,8394398,8398788,8398622,23055,8925813,48830
290,521362.325,6593913,6649133,4940113,8395924,8399685,8399664,23235,8925847,48830
291,521362.333,6609483,6644688,4956868,8394309,8398378,8398975,23194,8926038,48830
292,521362.341,6601231,6641623,4934102,8396406,8399770,8399433,23216,8925701,48830
293,521362.349,6599808,6652322,4942662,8396363,8399370,8400072,23249,8925515,48830
294,521362.357,6588444,6674744,4958293,8395682,8399440,8399787,23462,8925750,48830
295,521362.365,6601884,6680900,4957075,8396268,8398949,8400425,23100,8925433,48830
296,521362.373,6609144,6684676,4957487,8395173,8399687,8399967,23060,8925779,48830
297,521362.381,6605609,6681624,4964847,8396264,8399210,8399160,23429,8925762,48830
298,521362.389,6597063,6684597,4943800,8395620,8399434,8398982,22693,8925618,48830
299,521362.397,6578231,6678664,4951518,8396734,8398798,8398762,23417,8925643,48830
300,521362.405,6573866,6678173,4976521,8396166,8398908,8398822,23052,8925879,48830
301,521362.413,6574947,6681753,4930070,8395440,8398220,8398916,23147,8925908,48830
302,521362.421,6577310,6672200,4978067,8395247,8398703,8398710,23075,8925717,48830
303,521362.429,6594554,6650184,4938338,8395789,8399167,8398745,23371,8925580,48830
304,521362.437,6614099,6665457,4920557,8396801,8399356,8399744,22979,8925633,48830
305,521362.445,6628497,6670518,4985336,8396360,8399910,8399916,23585,8925746,48830
306,521362.453,6641577,6672234,4898032,8396066,8398821,8399561,23226,8925997,48830
307,521362.461,6633412,6670447,4961997,8396342,8398490,8400032,22829,8925729,48830
308,521362.469,6614113,6683145,4943242,8395904,8399332,8399457,23006,8925624,48830
309,521362.477,6608250,6680142,4950821,8395419,8399314,8399273,23098,8925757,48830
310,521362.485,6616723,6679242,4968868,8396233,8399439,8399883,23141,8925624,48830
311,521362.493,6615172,6689568,4957638,8395784,8399376,8398454,22943,8925843,48830
312,521362.501,6604006,6678636,4929057,8396589,8398912,8399502,23576,8925743,48830
313,521362.509,6585376,6688991,4936899,8396860,8398602,8398552,23128,8925643,48830
314,521362.517,6596600,6687982,4945085,8396323,8397485,8398441,22715,8925616,48830
315,521362.525,6605249,6669326,4962689,8396569,8398829,8398341,23950,8925670,48830
316,521362.533,6624570,6662028,4958077,8396561,8398748,8398931,23005,8925816,48830
317,521362.541,6638503,6656870,4969213,8396910,8399678,8399484,22807,8925600,48830
318,521362.549,6636735,6671332,4929975,8397411,8398275,8400589,22847,8925704,48830
319,521362.557,6639432,6659071,4933527,8396570,8399313,8399907,22832,8925974,48830
320,521362.565,6621111,6673361,4945784,8396575,8398680,8400475,23349,8925777,48830
321,521362.573,6610964,6668556,4948483,8396565,8400163,8400133,23243,8925882,48830
322,521362.581,6600875,6658717,4960104,8396732,8399010,8399622,22972,8925998,48830
323,521362.589,6585976,6649493,4951260,8395667,8398642,8399217,22919,8925645,48830
324,521362.597,6589813,6641082,4965099,8395925,8399191,8400132,23561,8925524,48830
325,521362.605,6598639,6636499,4939973,8395573,8399717,8399473,23713,8925594,48830
326,521362.613,6602650,6636660,4999423,8395598,8399253,8399433,23673,8925937,48830
327,521362.621,6591108,6615213,4979640,8394453,8399632,8399486,22728,8925524,48830
328,521362.629,6600121,6648091,5009587,8397064,8399322,8399282,23002,8925518,48830
329,521362.637,6613054,6633159,4865293,8394540,8398764,8399956,23047,8925688,48830
330,521362.645,6620775,6625829,4860981,8396157,8398470,8400856,23395,8925607,48830
331,521362.653,6605797,6613597,4901892,8396819,8399509,8400921,23025,8925292,48830
332,521362.661,6603929,6642935,5006672,8397500,8397994,8401083,23141,8925751,48830
333,521362.669,6625311,6663217,4996167,8397079,8397683,8399743,22974,8925611,48830
334,521362.677,6653875,6648534,5030266,8396713,8398805,8400761,23062,8925457,48830
335,521362.685,6658473,6638486,4925865,8396050,8399459,8400152,22962,8925620,48830
336,521362.693,6637792,6635152,4911310,8396736,8399109,8399319,23039,8925829,48830
337,521362.701,6657984,6647303,4927399,8397036,8400026,8399131,23078,8925739,48830
338,521362.709,6599875,6618942,4924626,8396388,8399814,8399214,22774,8926170,48830
339,521362.717,6603721,6664965,4979416,8398608,8399598,8399616,22839,8925948,48830
340,521362.725,6570611,6673347,4942047,8395315,8399257,8398741,23569,8925741,48830
