521368.101, -3, 164, 101, 308
521368.101, -2, 163, 101, 310
521368.101, -1, 166, 102, 307
521368.101, 0, 164, 99, 309
521368.421, -3, 164, 100, 309
521368.421, -2, 163, 103, 310
521368.421, -1, 163, 100, 307
521368.421, 0, 164, 100, 308
521368.741, -3, 164, 99, 308
521368.741, -2, 165, 100, 306
521368.741, -1, 163, 102, 307
521368.741, 0, 163, 101, 308
521369.061, -3, 162, 102, 309
521369.061, -2, 162, 100, 307
521369.061, -1, 165, 100, 307
521369.061, 0, 164, 101, 309
521369.381, -3, 164, 100, 307
521369.381, -2, 162, 100, 309
521369.381, -1, 163, 99, 309
521369.381, 0, 163, 100, 308
521369.701, -3, 165, 101, 310
521369.701, -2, 163, 101, 310
521369.701, -1, 164, 102, 308
521369.701, 0, 164, 100, 310
521370.021, -3, 163, 101, 307
521370.021, -2, 163, 101, 308
521370.021, -1, 165, 103, 310
521370.021, 0, 161, 100, 308
521370.341, -3, 163, 101, 309
521370.341, -2, 163, 102, 308
521370.341, -1, 163, 101, 310
521370.341, 0, 163, 98, 312
521370.661, -3, 162, 97, 309
521370.661, -2, 161, 100, 311
521370.661, -1, 163, 95, 312
521370.661, 0, 162, 98, 311
521370.981, -3, 164, 96, 311
521370.981, -2, 161, 99, 311
521370.981, -1, 162, 96, 314
521370.981, 0, 163, 95, 312
521371.301, -3, 162, 95, 315
521371.301, -2, 161, 96, 313
521371.301, -1, 162, 96, 315
521371.301, 0, 163, 97, 312
521371.621, -3, 163, 98, 311
521371.621, -2, 161, 97, 311
521371.621, -1, 160, 95, 314
521371.621, 0, 161, 97, 313
521371.941, -3, 161, 97, 315
521371.941, -2, 162, 97, 313
521371.941, -1, 163, 96, 313
521371.941, 0, 161, 97, 311
521372.261, -3, 158, 100, 312
521372.261, -2, 157, 97, 312
521372.261, -1, 162, 98, 312
521372.261, 0, 161, 96, 314
521372.581, -3, 161, 96, 313
521372.581, -2, 162, 101, 312
521372.581, -1, 163, 96, 314
521372.581, 0, 163, 95, 313
521372.901, -3, 162, 92, 316
521372.901, -2, 163, 90, 315
521372.901, -1, 164, 93, 315
521372.901, 0, 164, 91, 314
521373.221, -3, 164, 90, 316
521373.221, -2, 164, 89, 317
521373.221, -1, 166, 88, 317
521373.221, 0, 165, 86, 318
521373.541, -3, 163, 84, 321
521373.541, -2, 164, 85, 318
521373.541, -1, 161, 84, 322
521373.541, 0, 161, 85, 319
521373.861, -3, 164, 84, 321
521373.861, -2, 163, 83, 319
521373.861, -1, 162, 82, 320
521373.861, 0, 161, 88, 319
521374.181, -3, 163, 84, 322
521374.181, -2, 159, 87, 320
521374.181, -1, 159, 86, 320
521374.181, 0, 159, 86, 319
521374.501, -3, 158, 88, 321
521374.501, -2, 161, 88, 320
521374.501, -1, 159, 87, 322
521374.501, 0, 156, 91, 321
521374.821, -3, 156, 92, 322
521374.821, -2, 156, 93, 322
521374.821, -1, 152, 92, 319
521374.821, 0, 150, 93, 320
521375.141, -3, 151, 91, 318
521375.141, -2, 150, 93, 316
521375.141, -1, 148, 94, 315
521375.141, 0, 147, 95, 313
521375.461, -3, 143, 95, 310
521375.461, -2, 142, 95, 312
521375.461, -1, 145, 94, 312
521375.461, 0, 145, 97, 309
521375.781, -3, 150, 96, 305
521375.781, -2, 152, 100, 305
521375.781, -1, 158, 101, 300
521375.781, 0, 164, 102, 300
521376.101, -3, 166, 102, 297
521376.101, -2, 168, 100, 296
521376.101, -1, 167, 104, 294
521376.101, 0, 169, 105, 292
521376.421, -3, 171, 106, 291
521376.421, -2, 170, 109, 288
521376.421, -1, 174, 108, 285
521376.421, 0, 174, 108, 285
521376.741, -3, 176, 109, 286
521376.741, -2, 175, 108, 287
521376.741, -1, 172, 110, 288
521376.741, 0, 173, 108, 289
521377.061, -3, 171, 110, 287
521377.061, -2, 171, 110, 291
521377.061, -1, 170, 110, 291
521377.061, 0, 167, 109, 291
521377.381, -3, 164, 109, 292
521377.381, -2, 162, 112, 294
521377.381, -1, 159, 111, 296
521377.381, 0, 157, 108, 297
521377.701, -3, 157, 111, 300
521377.701, -2, 160, 110, 301
521377.701, -1, 155, 110, 298
521377.701, 0, 158, 110, 300
521378.021, -3, 160, 110, 298
521378.021, -2, 161, 108, 298
521378.021, -1, 163, 108, 298
521378.021, 0, 166, 106, 295
521378.341, -3, 167, 105, 297
521378.341, -2, 166, 105, 297
521378.341, -1, 164, 108, 298
521378.341, 0, 165, 104, 296
521378.661, -3, 160, 106, 299
521378.661, -2, 160, 104, 301
521378.661, -1, 162, 106, 303
521378.661, 0, 160, 106, 304
521378.981, -3, 160, 104, 300
521378.981, -2, 159, 108, 303
521378.981, -1, 157, 108, 303
521378.981, 0, 157, 105, 302
521379.301, -3, 156, 108, 301
521379.301, -2, 154, 108, 304
521379.301, -1, 151, 110, 304
521379.301, 0, 151, 110, 304
521379.621, -3, 148, 109, 305
521379.621, -2, 147, 111, 307
521379.621, -1, 146, 111, 306
521379.621, 0, 147, 111, 307
521379.941, -3, 147, 108, 307
521379.941, -2, 148, 108, 305
521379.941, -1, 150, 108, 306
521379.941, 0, 149, 108, 306
521380.261, -3, 151, 105, 305
521380.261, -2, 151, 105, 307
521380.261, -1, 150, 104, 308
521380.261, 0, 148, 105, 308
521380.581, -3, 147, 106, 309
521380.581, -2, 144, 106, 307
521380.581, -1, 146, 104, 310
521380.581, 0, 148, 103, 309
521380.901, -3, 145, 103, 311
521380.901, -2, 146, 104, 312
521380.901, -1, 144, 104, 312
521380.901, 0, 143, 103, 313
521381.221, -3, 144, 102, 312
521381.221, -2, 142, 105, 310
521381.221, -1, 143, 104, 313
521381.221, 0, 143, 105, 312
521381.541, -3, 142, 101, 312
521381.541, -2, 145, 105, 313
521381.541, -1, 143, 101, 312
521381.541, 0, 143, 104, 311
521381.861, -3, 146, 101, 313
521381.861, -2, 147, 97, 314
521381.861, -1, 148, 101, 314
521381.861, 0, 148, 101, 312
521382.181, -3, 147, 99, 314
521382.181, -2, 151, 98, 315
521382.181, -1, 151, 95, 311
521382.181, 0, 153, 94, 313
521382.501, -3, 154, 97, 315
521382.501, -2, 154, 94, 314
521382.501, -1, 156, 96, 312
521382.501, 0, 156, 91, 314
521382.821, -3, 156, 93, 315
521382.821, -2, 157, 93, 314
521382.821, -1, 155, 91, 314
521382.821, 0, 152, 91, 316
521383.141, -3, 153, 90, 316
521383.141, -2, 151, 90, 316
521383.141, -1, 151, 92, 318
521383.141, 0, 149, 90, 318
521383.461, -3, 148, 90, 319
521383.461, -2, 148, 85, 321
521383.461, -1, 147, 88, 320
521383.461, 0, 146, 92, 321
521383.781, -3, 147, 90, 322
521383.781, -2, 142, 90, 324
521383.781, -1, 144, 87, 321
521383.781, 0, 146, 88, 323
521384.101, -3, 143, 87, 324
521384.101, -2, 145, 86, 325
521384.101, -1, 148, 84, 324
521384.101, 0, 148, 86, 322
521384.421, -3, 149, 83, 322
521384.421, -2, 151, 82, 322
521384.421, -1, 152, 82, 321
521384.421, 0, 151, 82, 322
521384.741, -3, 151, 85, 322
521384.741, -2, 155, 83, 320
521384.741, -1, 153, 86, 320
521384.741, 0, 154, 86, 320
521385.061, -3, 156, 86, 318
521385.061, -2, 157, 84, 321
521385.061, -1, 157, 84, 319
521385.061, 0, 158, 86, 317
521385.381, -3, 158, 89, 316
521385.381, -2, 156, 88, 315
521385.381, -1, 156, 90, 314
521385.381, 0, 155, 88, 313
521385.701, -3, 155, 89, 317
521385.701, -2, 156, 90, 314
521385.701, -1, 156, 92, 314
521385.701, 0, 156, 93, 314
521386.021, -3, 156, 92, 312
521386.021, -2, 156, 94, 313
521386.021, -1, 158, 91, 315
521386.021, 0, 158, 92, 313
521386.341, -3, 156, 93, 311
521386.341, -2, 158, 96, 309
521386.341, -1, 159, 97, 311
521386.341, 0, 158, 93, 312
521386.661, -3, 157, 95, 310
521386.661, -2, 158, 93, 314
521386.661, -1, 155, 95, 311
521386.661, 0, 155, 97, 312
521386.981, -3, 157, 98, 310
521386.981, -2, 157, 99, 311
521386.981, -1, 157, 98, 310
521386.981, 0, 156, 98, 309
521387.301, -3, 158, 97, 306
521387.301, -2, 159, 97, 310
521387.301, -1, 158, 100, 306
521387.301, 0, 161, 100, 306
521387.621, -3, 162, 101, 305
521387.621, -2, 160, 101, 303
521387.621, -1, 162, 101, 304
521387.621, 0, 162, 100, 305
521387.941, -3, 163, 99, 304
521387.941, -2, 164, 102, 304
521387.941, -1, 166, 100, 302
521387.941, 0, 166, 102, 300
521388.261, -3, 165, 100, 300
521388.261, -2, 169, 101, 301
521388.261, -1, 170, 98, 299
521388.261, 0, 169, 97, 302
521388.581, -3, 171, 98, 300
521388.581, -2, 171, 98, 301
521388.581, -1, 173, 95, 298
521388.581, 0, 174, 99, 299
521388.901, -3, 174, 98, 298
521388.901, -2, 174, 95, 298
521388.901, -1, 174, 98, 298
521388.901, 0, 177, 97, 295
521389.221, -3, 177, 97, 295
521389.221, -2, 173, 99, 298
521389.221, -1, 178, 97, 299
521389.221, 0, 176, 93, 300
521389.541, -3, 175, 94, 298
521389.541, -2, 177, 96, 297
521389.541, -1, 174, 97, 297
521389.541, 0, 175, 96, 299
521389.861, -3, 175, 97, 297
521389.861, -2, 177, 95, 299
521389.861, -1, 177, 96, 298
521389.861, 0, 175, 96, 299
521390.181, -3, 176, 96, 298
521390.181, -2, 177, 97, 297
521390.181, -1, 177, 96, 297
521390.181, 0, 178, 96, 297
521390.501, -3, 177, 95, 299
521390.501, -2, 181, 92, 297
521390.501, -1, 178, 96, 297
521390.501, 0, 182, 95, 295
521390.821, -3, 182, 94, 294
521390.821, -2, 183, 94, 297
521390.821, -1, 181, 94, 297
521390.821, 0, 181, 92, 296
521391.141, -3, 183, 93, 295
521391.141, -2, 181, 93, 293
521391.141, -1, 180, 94, 295
521391.141, 0, 181, 94, 297
521391.461, -3, 180, 92, 297
521391.461, -2, 180, 94, 296
521391.461, -1, 179, 91, 296
521391.461, 0, 180, 93, 297
521391.781, -3, 182, 95, 298
521391.781, -2, 177, 95, 296
521391.781, -1, 179, 94, 297
521391.781, 0, 178, 93, 296
521392.101, -3, 178, 96, 299
521392.101, -2, 177, 94, 299
521392.101, -1, 174, 97, 298
521392.101, 0, 177, 96, 296
521392.421, -3, 176, 95, 298
521392.421, -2, 175, 97, 298
521392.421, -1, 175, 97, 298
521392.421, 0, 177, 98, 298
521392.741, -3, 175, 97, 299
521392.741, -2, 172, 98, 296
521392.741, -1, 175, 99, 296
521392.741, 0, 174, 101, 298
521393.061, -3, 173, 98, 296
521393.061, -2, 173, 97, 298
521393.061, -1, 173, 98, 299
521393.061, 0, 173, 96, 298
521393.381, -3, 173, 96, 297
521393.381, -2, 176, 98, 295
521393.381, -1, 175, 96, 298
521393.381, 0, 176, 97, 297
521393.701, -3, 174, 97, 299
521393.701, -2, 176, 96, 299
521393.701, -1, 173, 95, 300
521393.701, 0, 173, 99, 299
521394.021, -3, 170, 99, 298
521394.021, -2, 171, 99, 301
521394.021, -1, 168, 96, 303
521394.021, 0, 167, 98, 303
521394.341, -3, 165, 98, 304
521394.341, -2, 165, 100, 303
521394.341, -1, 162, 101, 302
521394.341, 0, 162, 102, 305
521394.661, -3, 159, 103, 306
521394.661, -2, 157, 101, 305
521394.661, -1, 159, 103, 307
521394.661, 0, 159, 102, 305
521394.981, -3, 159, 104, 304
521394.981, -2, 159, 101, 306
521394.981, -1, 160, 100, 307
521394.981, 0, 161, 98, 307
521395.301, -3, 161, 96, 306
521395.301, -2, 163, 99, 306
521395.301, -1, 162, 94, 306
521395.301, 0, 165, 95, 305
521395.621, -3, 166, 94, 307
521395.621, -2, 166, 94, 308
521395.621, -1, 165, 91, 310
521395.621, 0, 163, 93, 310
521395.941, -3, 163, 90, 308
521395.941, -2, 160, 94, 309
521395.941, -1, 157, 96, 310
521395.941, 0, 152, 98, 310
521396.261, -3, 153, 102, 312
521396.261, -2, 152, 101, 310
521396.261, -1, 151, 101, 308
521396.261, 0, 150, 103, 310
521396.581, -3, 151, 103, 310
521396.581, -2, 149, 105, 308
521396.581, -1, 151, 101, 310
521396.581, 0, 148, 103, 310
521396.901, -3, 152, 104, 309
521396.901, -2, 153, 101, 307
521396.901, -1, 156, 99, 308
521396.901, 0, 158, 97, 310
521397.221, -3, 160, 95, 308
521397.221, -2, 161, 95, 309
521397.221, -1, 161, 92, 312
521397.221, 0, 161, 94, 310
521397.541, -3, 165, 92, 308
521397.541, -2, 164, 90, 309
521397.541, -1, 159, 88, 308
521397.541, 0, 164, 91, 311
521397.861, -3, 159, 92, 312
521397.861, -2, 158, 93, 314
521397.861, -1, 158, 95, 313
521397.861, 0, 156, 95, 312
521398.181, -3, 154, 95, 313
521398.181, -2, 155, 99, 313
521398.181, -1, 155, 96, 315
521398.181, 0, 154, 97, 312
521398.501, -3, 151, 98, 312
521398.501, -2, 152, 99, 312
521398.501, -1, 152, 97, 312
521398.501, 0, 154, 100, 310
521398.821, -3, 157, 96, 312
521398.821, -2, 157, 97, 311
521398.821, -1, 157, 96, 311
521398.821, 0, 159, 99, 309
521399.141, -3, 164, 97, 306
521399.141, -2, 164, 96, 304
521399.141, -1, 168, 98, 306
521399.141, 0, 171, 94, 301
521399.461, -3, 171, 95, 305
521399.461, -2, 172, 94, 303
521399.461, -1, 172, 94, 301
521399.461, 0, 172, 97, 301
521399.781, -3, 174, 94, 300
521399.781, -2, 174, 94, 301
521399.781, -1, 175, 96, 299
521399.781, 0, 173, 96, 297
521400.101, -3, 174, 100, 298
521400.101, -2, 176, 98, 297
521400.101, -1, 176, 99, 297
521400.101, 0, 177, 97, 296
521400.421, -3, 176, 99, 297
521400.421, -2, 174, 96, 299
521400.421, -1, 173, 96, 298
521400.421, 0, 172, 100, 296
521400.741, -3, 171, 100, 297
521400.741, -2, 173, 99, 298
521400.741, -1, 170, 101, 298
521400.741, 0, 170, 97, 298
521401.061, -3, 168, 101, 300
521401.061, -2, 169, 101, 299
521401.061, -1, 168, 104, 299
521401.061, 0, 168, 101, 298
521401.381, -3, 170, 101, 298
521401.381, -2, 169, 99, 299
521401.381, -1, 169, 98, 301
521401.381, 0, 167, 99, 300
521401.701, -3, 166, 102, 297
521401.701, -2, 165, 104, 300
521401.701, -1, 165, 102, 300
521401.701, 0, 168, 100, 300
521402.021, -3, 165, 99, 304
521402.021, -2, 166, 101, 304
521402.021, -1, 166, 100, 302
521402.021, 0, 165, 101, 301
521402.341, -3, 165, 103, 300
521402.341, -2, 167, 99, 300
521402.341, -1, 167, 101, 301
521402.341, 0, 165, 99, 303
521402.661, -3, 165, 101, 302
521402.661, -2, 165, 101, 301
521402.661, -1, 167, 101, 302
521402.661, 0, 163, 103, 305
521402.981, -3, 163, 100, 302
521402.981, -2, 161, 103, 302
521402.981, -1, 161, 101, 305
521402.981, 0, 162, 102, 302
521403.301, -3, 158, 102, 304
521403.301, -2, 157, 103, 303
521403.301, -1, 157, 105, 305
521403.301, 0, 157, 101, 308
521403.621, -3, 156, 101, 308
521403.621, -2, 154, 103, 309
521403.621, -1, 157, 103, 306
521403.621, 0, 153, 102, 308
521403.941, -3, 155, 103, 310
521403.941, -2, 156, 100, 309
521403.941, -1, 155, 100, 310
521403.941, 0, 155, 98, 313
521404.261, -3, 153, 100, 308
521404.261, -2, 155, 98, 310
521404.261, -1, 158, 98, 308
521404.261, 0, 159, 100, 308
521404.581, -3, 158, 97, 311
521404.581, -2, 157, 93, 312
521404.581, -1, 159, 94, 310
521404.581, 0, 158, 95, 308
521404.901, -3, 159, 96, 308
521404.901, -2, 160, 96, 309
521404.901, -1, 160, 99, 310
521404.901, 0, 159, 96, 309
521405.221, -3, 158, 97, 311
521405.221, -2, 155, 97, 310
521405.221, -1, 157, 99, 308
521405.221, 0, 156, 99, 310
521405.541, -3, 156, 100, 308
521405.541, -2, 158, 100, 308
521405.541, -1, 156, 102, 308
521405.541, 0, 155, 102, 309
521405.861, -3, 153, 102, 306
521405.861, -2, 152, 104, 306
521405.861, -1, 153, 106, 308
521405.861, 0, 151, 105, 307
521406.181, -3, 149, 105, 308
521406.181, -2, 151, 104, 310
521406.181, -1, 150, 104, 309
521406.181, 0, 149, 104, 307
521406.501, -3, 149, 105, 306
521406.501, -2, 149, 105, 307
521406.501, -1, 151, 107, 309
521406.501, 0, 150, 105, 312
521406.821, -3, 149, 104, 310
521406.821, -2, 146, 105, 309
521406.821, -1, 147, 106, 309
521406.821, 0, 145, 107, 309
521407.141, -3, 147, 106, 310
521407.141, -2, 146, 104, 310
521407.141, -1, 148, 105, 312
521407.141, 0, 149, 102, 311
521407.461, -3, 148, 104, 310
521407.461, -2, 152, 105, 309
521407.461, -1, 151, 105, 307
521407.461, 0, 149, 105, 307
521407.781, -3, 151, 105, 308
521407.781, -2, 151, 104, 309
521407.781, -1, 152, 105, 308
521407.781, 0, 152, 106, 308
521408.101, -3, 149, 106, 308
521408.101, -2, 149, 105, 309
521408.101, -1, 150, 106, 308
521408.101, 0, 150, 104, 306
521408.421, -3, 150, 107, 309
521408.421, -2, 147, 107, 307
521408.421, -1, 148, 110, 309
521408.421, 0, 146, 109, 306
521408.741, -3, 148, 110, 309
521408.741, -2, 147, 106, 308
521408.741, -1, 144, 109, 309
521408.741, 0, 145, 109, 309
521409.061, -3, 143, 111, 309
521409.061, -2, 143, 110, 307
521409.061, -1, 144, 111, 308
521409.061, 0, 144, 110, 309
521409.381, -3, 149, 107, 308
521409.381, -2, 146, 108, 308
521409.381, -1, 148, 109, 310
521409.381, 0, 148, 111, 306
521409.701, -3, 149, 109, 305
521409.701, -2, 151, 107, 305
521409.701, -1, 153, 107, 307
521409.701, 0, 149, 103, 308
521410.021, -3, 151, 106, 308
521410.021, -2, 149, 106, 305
521410.021, -1, 153, 105, 305
521410.021, 0, 152, 109, 306
521410.341, -3, 155, 108, 304
521410.341, -2, 155, 105, 305
521410.341, -1, 156, 105, 304
521410.341, 0, 155, 105, 304
521410.661, -3, 156, 106, 304
521410.661, -2, 156, 108, 305
521410.661, -1, 155, 106, 304
521410.661, 0, 157, 107, 303
521410.981, -3, 157, 106, 302
521410.981, -2, 155, 106, 304
521410.981, -1, 155, 107, 304
521410.981, 0, 159, 109, 301
521411.301, -3, 157, 109, 302
521411.301, -2, 157, 106, 302
521411.301, -1, 159, 108, 302
521411.301, 0, 158, 108, 303
521411.621, -3, 156, 107, 303
521411.621, -2, 155, 109, 304
521411.621, -1, 157, 108, 301
521411.621, 0, 155, 108, 302
521411.941, -3, 155, 109, 303
521411.941, -2, 155, 110, 302
521411.941, -1, 155, 108, 305
521411.941, 0, 154, 109, 306
521412.261, -3, 154, 107, 305
521412.261, -2, 153, 110, 302
521412.261, -1, 153, 111, 300
521412.261, 0, 150, 113, 303
521412.581, -3, 152, 111, 304
521412.581, -2, 147, 112, 303
521412.581, -1, 147, 109, 305
521412.581, 0, 148, 112, 304
521412.901, -3, 146, 114, 306
521412.901, -2, 147, 112, 305
521412.901, -1, 146, 114, 306
521412.901, 0, 144, 109, 307
521413.221, -3, 143, 113, 306
521413.221, -2, 140, 112, 307
521413.221, -1, 142, 111, 307
521413.221, 0, 141, 113, 305
521413.541, -3, 144, 112, 306
521413.541, -2, 142, 112, 305
521413.541, -1, 143, 110, 307
521413.541, 0, 144, 111, 309
521413.861, -3, 142, 111, 311
521413.861, -2, 145, 109, 307
521413.861, -1, 146, 108, 308
521413.861, 0, 146, 108, 309
521414.181, -3, 150, 109, 307
521414.181, -2, 150, 106, 307
521414.181, -1, 151, 104, 308
521414.181, 0, 153, 104, 308
521414.501, -3, 154, 107, 306
521414.501, -2, 155, 107, 304
521414.501, -1, 154, 104, 306
521414.501, 0, 152, 105, 307
521414.821, -3, 152, 106, 305
521414.821, -2, 151, 107, 306
521414.821, -1, 153, 106, 306
521414.821, 0, 153, 105, 305
521415.141, -3, 153, 107, 304
521415.141, -2, 151, 107, 307
521415.141, -1, 150, 108, 306
521415.141, 0, 148, 108, 306
521415.461, -3, 150, 105, 307
521415.461, -2, 151, 107, 306
521415.461, -1, 150, 105, 308
521415.461, 0, 150, 105, 308
521415.781, -3, 150, 105, 307
521415.781, -2, 149, 106, 308
521415.781, -1, 149, 105, 307
521415.781, 0, 149, 106, 308
521416.101, -3, 150, 108, 307
521416.101, -2, 150, 107, 306
521416.101, -1, 151, 104, 307
521416.101, 0, 151, 104, 308
521416.421, -3, 151, 104, 310
521416.421, -2, 150, 102, 310
521416.421, -1, 151, 104, 306
521416.421, 0, 151, 106, 307
521416.741, -3, 152, 104, 307
521416.741, -2, 152, 106, 306
521416.741, -1, 151, 105, 306
521416.741, 0, 149, 106, 307
521417.061, -3, 147, 108, 308
521417.061, -2, 152, 107, 306
521417.061, -1, 149, 109, 306
521417.061, 0, 146, 107, 307
521417.381, -3, 146, 110, 308
521417.381, -2, 143, 106, 310
521417.381, -1, 144, 108, 310
521417.381, 0, 144, 109, 310
521417.701, -3, 144, 110, 309
521417.701, -2, 144, 111, 309
521417.701, -1, 141, 110, 310
521417.701, 0, 143, 110, 307
521418.021, -3, 142, 109, 310
521418.021, -2, 140, 109, 311
521418.021, -1, 141, 109, 309
521418.021, 0, 140, 110, 309
521418.341, -3, 143, 110, 309
521418.341, -2, 141, 111, 309
521418.341, -1, 139, 111, 307
521418.341, 0, 142, 108, 309
521418.661, -3, 143, 111, 309
521418.661, -2, 143, 111, 310
521418.661, -1, 144, 111, 305
521418.661, 0, 144, 111, 307
521418.981, -3, 147, 111, 306
521418.981, -2, 146, 110, 308
521418.981, -1, 147, 106, 308
521418.981, 0, 146, 108, 309
521419.301, -3, 145, 110, 307
521419.301, -2, 143, 110, 306
521419.301, -1, 146, 108, 309
521419.301, 0, 145, 109, 308
521419.621, -3, 145, 109, 307
521419.621, -2, 144, 107, 309
521419.621, -1, 146, 110, 309
521419.621, 0, 145, 111, 308
521419.941, -3, 144, 112, 307
521419.941, -2, 145, 111, 309
521419.941, -1, 144, 114, 309
521419.941, 0, 143, 108, 308
521420.261, -3, 143, 111, 308
521420.261, -2, 142, 112, 309
521420.261, -1, 140, 113, 309
521420.261, 0, 140, 114, 307
521420.581, -3, 138, 112, 308
521420.581, -2, 137, 113, 310
521420.581, -1, 137, 114, 309
521420.581, 0, 139, 112, 312
521420.901, -3, 136, 114, 310
521420.901, -2, 135, 115, 308
521420.901, -1, 136, 114, 309
521420.901, 0, 134, 115, 309
521421.221, -3, 135, 115, 308
521421.221, -2, 133, 113, 309
521421.221, -1, 135, 113, 311
521421.221, 0, 134, 112, 311
521421.541, -3, 135, 114, 310
521421.541, -2, 135, 117, 308
521421.541, -1, 135, 116, 312
521421.541, 0, 132, 114, 309
521421.861, -3, 132, 114, 312
521421.861, -2, 132, 115, 310
521421.861, -1, 131, 114, 311
521421.861, 0, 129, 116, 313
521422.181, -3, 129, 117, 313
521422.181, -2, 129, 115, 314
521422.181, -1, 126, 118, 312
521422.181, 0, 127, 114, 312
521422.501, -3, 129, 116, 312
521422.501, -2, 128, 116, 311
521422.501, -1, 131, 117, 312
521422.501, 0, 129, 117, 312
521422.821, -3, 130, 116, 310
521422.821, -2, 130, 116, 311
521422.821, -1, 128, 114, 310
521422.821, 0, 130, 115, 312
521423.141, -3, 132, 117, 315
521423.141, -2, 130, 115, 309
521423.141, -1, 131, 116, 312
521423.141, 0, 132, 115, 311
521423.461, -3, 130, 117, 309
521423.461, -2, 131, 116, 309
521423.461, -1, 133, 114, 310
521423.461, 0, 128, 116, 311
521423.781, -3, 130, 117, 312
521423.781, -2, 128, 118, 311
521423.781, -1, 129, 118, 311
521423.781, 0, 131, 117, 309
521424.101, -3, 129, 118, 311
521424.101, -2, 129, 114, 311
521424.101, -1, 129, 117, 311
521424.101, 0, 131, 118, 310
521424.421, -3, 132, 116, 309
521424.421, -2, 133, 117, 310
521424.421, -1, 131, 120, 307
521424.421, 0, 135, 118, 308
521424.741, -3, 134, 117, 310
521424.741, -2, 135, 116, 309
521424.741, -1, 136, 117, 309
521424.741, 0, 136, 114, 310
521425.061, -3, 135, 116, 310
521425.061, -2, 136, 117, 306
521425.061, -1, 137, 116, 307
521425.061, 0, 135, 117, 307
521425.381, -3, 138, 116, 307
521425.381, -2, 136, 118, 306
521425.381, -1, 135, 119, 306
521425.381, 0, 138, 116, 310
521425.701, -3, 139, 119, 307
521425.701, -2, 135, 115, 307
521425.701, -1, 137, 117, 305
