5.213610000000000000e+05,9.155413138017852726e-01,1.373311970702677964e+00,3.499999999999999778e-01,2.249999999927240479e-01,3.808355291744669913e+00,-1.857053045656706924e+00,1.455593765258641348e+01,3.316100000000145519e+04,3.328760000000116270e+04,3.225140000000029249e+04,0.000000000000000000e+00,0.000000000000000000e+00
5.213610399999999790e+05,9.155413138017852726e-01,1.373311970702677964e+00,3.499999999999999778e-01,2.099999999999999922e-01,3.818984518410678763e+00,-1.824509303330455579e+00,1.456000625609463306e+01,3.316260000000174477e+04,3.329069999999912397e+04,3.225829999999214124e+04,0.000000000000000000e+00,0.000000000000000000e+00
5.213610800000000163e+05,9.155413138017852726e-01,1.373311970702677964e+00,3.499999999999999778e-01,2.099999999999999922e-01,3.827874417114540240e+00,-1.828628764347463909e+00,1.456305770874023509e+01,3.315639999999883730e+04,3.328469999999868742e+04,3.225189999999810971e+04,0.000000000000000000e+00,0.000000000000000000e+00
5.213611199999999953e+05,9.155413138017852726e-01,1.373311970702677964e+00,3.499999999999999778e-01,2.099999999999999922e-01,3.810867654415292183e+00,-1.857464991764456119e+00,1.455771766662486577e+01,3.315329999999985739e+04,3.328270000000014261e+04,3.225150000000072760e+04,0.000000000000000000e+00,0.000000000000000000e+00
5.213611599999999744e+05,9.155413138017852726e-01,1.373311970702677964e+00,3.499999999999999778e-01,2.099999999999999922e-01,3.818211483746089208e+00,-1.857464991771050400e+00,1.455542907714843714e+01,3.315090000000262080e+04,3.327950000000436557e+04,3.225090000000262080e+04,0.000000000000000000e+00,0.000000000000000000e+00
5.213612000000000116e+05,9.155413138017852726e-01,1.373311970702677964e+00,3.499999999999999778e-01,2.099999999999999922e-01,3.804296859736992609e+00,-1.859524722291244103e+00,1.455186904907152723e+01,3.316400000000291038e+04,3.329200000000291038e+04,3.226120000000232903e+04,0.000000000000000000e+00,0.000000000000000000e+00
5.213612399999999907e+05,9.155413138017852726e-01,1.373311970702677964e+00,3.499999999999999778e-01,2.099999999999999922e-01,3.803717083741923854e+00,-1.838927416987397923e+00,1.455123332977313488e+01,3.316439999999883730e+04,3.329589999999956490e+04,3.226039999999883730e+04,0.000000000000000000e+00,0.000000000000000000e+00
5.213612800000000279e+05,9.155413138017852726e-01,1.373311970702677964e+00,3.499999999999999778e-01,2.099999999999999922e-01,3.800431686395742581e+00,-1.826157087705133852e+00,1.455428478241188728e+01,3.315569999999475840e+04,3.329009999999592401e+04,3.225029999999359643e+04,0.000000000000000000e+00,0.000000000000000000e+00
5.213613200000000070e+05,9.155413138017852726e-01,1.373311970702677964e+00,3.499999999999999778e-01,2.170000000014551955e-01,3.800238427734940583e+00,-1.868175590524128848e+00,1.455631908416766684e+01,3.315440000000029249e+04,3.328729999999985739e+04,3.224840000000029249e+04,0.000000000000000000e+00,0.000000000000000000e+00
5.213613599999999860e+05,9.155413138017852726e-01,1.373311970702677964e+00,3.499999999999999778e-01,2.200000000000000011e-01,3.812220465090137456e+00,-1.846342446891009903e+00,1.455848052978552865e+01,3.315570000000014261e+04,3.328069999999868742e+04,3.224970000000014625e+04,0.000000000000000000e+00,0.000000000000000000e+00
5.213614000000000233e+05,9.155413138017852726e-01,1.373311970702677964e+00,3.499999999999999778e-01,2.129999999941792344e-01,3.808741809075280482e+00,-1.860760560634274530e+00,1.455657337188498879e+01,3.316440000000698637e+04,3.329130000001106237e+04,3.225980000000814834e+04,0.000000000000000000e+00,0.000000000000000000e+00
5.213614400000000023e+05,9.155413138017852726e-01,1.373311970702677964e+00,3.499999999999999778e-01,2.099999999999999922e-01,3.801204721068494941e+00,-1.862820291135285800e+00,1.455008903503306961e+01,3.316379999999912980e+04,3.328789999999810971e+04,3.226119999999941865e+04,0.000000000000000000e+00,0.000000000000000000e+00
